SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,2616 Spencer Rd,Chevy Chase,MD,20815,775000,4,3.0,ROCK CREEK FOREST,1984,6765,1948,74,391,,Active,,,https://www.redfin.com/MD/Chevy-Chase/2616-Spencer-Rd-20815/home/10999303,BRIGHT MLS,MDMC2018460,N,Y,38.9934912,-77.0546699
MLS Listing,,Condo/Co-op,2900 N Leisure World Blvd #204,Silver Spring,MD,20906,299000,2,2.0,TURNBERRY COURTS AT LEIS,1462,,1998,75,205,1073,Active,,,https://www.redfin.com/MD/Silver-Spring/2900-N-Leisure-World-Blvd-20906/unit-204/home/11152838,BRIGHT MLS,MDMC2018344,N,Y,39.1044239,-77.0596394
MLS Listing,,Single Family Residential,2713 Duvall Rd,Burtonsville,MD,20866,590000,5,3.5,COLESVILLE OUTSIDE,2474,39384,1981,76,238,,Active,,,https://www.redfin.com/MD/Burtonsville/2713-Duvall-Rd-20866/home/10556408,BRIGHT MLS,MDMC2018500,N,Y,39.0903769,-76.954889
MLS Listing,,Townhouse,16317 Coolidge,Silver Spring,MD,20906,649990,3,3.0,BRADFORD'S LANDING,1930,1766,2019,77,337,87,Active,,,https://www.redfin.com/MD/Silver-Spring/16317-Coolidge-Ave-20906/home/167691628,BRIGHT MLS,MDMC2018326,N,Y,39.1135142,-77.0681726
MLS Listing,,Townhouse,3755 Glen Eagles Dr,Silver Spring,MD,20906,191860,3,1.5,REGENCY AT LEISURE WORLD,1250,2010,2006,77,153,391,Active,,,https://www.redfin.com/MD/Silver-Spring/3755-Gleneagles-Dr-20906/home/11193985,BRIGHT MLS,MDMC2009534,N,Y,39.0971613,-77.0775459
MLS Listing,,Condo/Co-op,1900 Lyttonsville Rd #1207,Silver Spring,MD,20910,298000,2,1.5,PARK SUTTON,1050,,1964,81,284,770,Active,,,https://www.redfin.com/MD/Silver-Spring/1900-Lyttonsville-Rd-20910/unit-1207/home/11107759,BRIGHT MLS,MDMC2016216,N,Y,39.0012929,-77.0411995
MLS Listing,,Single Family Residential,2308 Homestead Dr,Silver Spring,MD,20902,440000,3,2.0,CARROLL KNOLLS,1694,5800,1949,88,260,,Active,,,https://www.redfin.com/MD/Silver-Spring/2308-Homestead-Dr-20902/home/10983339,BRIGHT MLS,MDMC2016592,N,Y,39.0253213,-77.0484184
MLS Listing,,Condo/Co-op,2109 Walsh View Ter Unit 12-303,Silver Spring,MD,20902,169000,1,1.0,AMERICANA FINMARK,775,,1969,89,218,508,Active,,,https://www.redfin.com/MD/Silver-Spring/2109-Walsh-View-Ter-20902/unit-12-303/home/11097523,BRIGHT MLS,MDMC2011604,N,Y,39.0173,-77.045521
MLS Listing,,Condo/Co-op,3210 N Leisure World Blvd #911,Silver Spring,MD,20906,230000,2,2.0,VANTAGE POINT WEST AT LE,1035,,2001,94,222,782,Active,,,https://www.redfin.com/MD/Silver-Spring/3210-N-Leisure-World-Blvd-20906/unit-911/home/11186381,BRIGHT MLS,MDMC2009894,N,Y,39.1084637,-77.0671046
MLS Listing,,Single Family Residential,116 Fleetwood Ter,Silver Spring,MD,20910,724990,5,3.0,SLIGO PARK HILLS,2645,6971,1948,94,274,,Active,,,https://www.redfin.com/MD/Silver-Spring/116-Fleetwood-Ter-20910/home/10969225,BRIGHT MLS,MDMC2015470,N,Y,38.9968765,-77.0119596
MLS Listing,,Single Family Residential,10301 Naglee Rd,Silver Spring,MD,20903,699000,4,3.5,HILLANDALE,2160,9263,1989,95,324,,Active,,,https://www.redfin.com/MD/Silver-Spring/10301-Naglee-Rd-20903/home/10577739,BRIGHT MLS,MDMC2014630,N,Y,39.02549,-76.9813852
MLS Listing,,Condo/Co-op,1320 Fenwick Ln #512,Silver Spring,MD,20910,279000,1,1.0,DOWNTOWN SILVER SPRING,549,,1964,95,508,415,Active,,,https://www.redfin.com/MD/Silver-Spring/1320-Fenwick-Ln-20910/unit-512/home/108513008,BRIGHT MLS,MDMC2015348,N,Y,38.9968737,-77.0318435
MLS Listing,,Vacant Land,7508 Blair Rd,Takoma Park,MD,20912,1100000,,,WHEATON OUTSIDE,,13588,,95,,,Active,,,https://www.redfin.com/MD/Silver-Spring/7508-Blair-Rd-20912/home/10950020,BRIGHT MLS,MDMC2002696,N,Y,38.981777,-77.022502
MLS Listing,,Condo/Co-op,930 Wayne Ave #308,Silver Spring,MD,20910,389900,2,1.5,CRESCENT CODM,963,,2006,96,405,486,Active,,,https://www.redfin.com/MD/Silver-Spring/930-Wayne-Ave-20910/unit-308/home/11760877,BRIGHT MLS,MDMC2014658,N,Y,38.994601,-77.0251859
MLS Listing,,Vacant Land,10221 Menlo Ave,Silver Spring,MD,20910,295000,,,CAPITOL VIEW PARK,,10275,,96,,,Active,,,https://www.redfin.com/MD/Silver-Spring/10221-Menlo-Ave-20910/home/10955624,BRIGHT MLS,MDMC2015240,N,Y,39.024043,-77.0585795
MLS Listing,,Single Family Residential,9004 Linton St,Silver Spring,MD,20901,499900,3,2.5,MONTGOMERY KNOLLS,1528,5767,1948,105,327,,Active,,,https://www.redfin.com/MD/Silver-Spring/9004-Linton-St-20901/home/10991411,BRIGHT MLS,MDMC2013824,N,Y,39.0033901,-76.9931749
MLS Listing,,Condo/Co-op,1220 Blair Mill Rd #209,Silver Spring,MD,20910,338000,2,1.0,MICA CODM @ SILVER SPRIN,1020,,1968,108,331,817,Active,,,https://www.redfin.com/MD/Silver-Spring/1220-Blair-Mill-Rd-20910/unit-209/home/11760709,BRIGHT MLS,MDMC2013080,N,Y,38.9894781,-77.0302241
MLS Listing,,Condo/Co-op,575 Thayer Ave #306,Silver Spring,MD,20910,195000,1,1.0,THAYER TOWERS,645,,1960,109,302,457,Active,,,https://www.redfin.com/MD/Silver-Spring/575-Thayer-Ave-20910/unit-306/home/11095409,BRIGHT MLS,MDMC2013026,N,Y,38.9936487,-77.0174482
MLS Listing,,Single Family Residential,1241 E Randolph Rd,Silver Spring,MD,20904,399900,3,2.0,COLESVILLE OUTSIDE,1248,4235,1933,109,320,,Active,,,https://www.redfin.com/MD/Silver-Spring/1241-E-Randolph-Rd-20904/home/10556783,BRIGHT MLS,MDMC2013394,N,Y,39.069142,-76.987397
MLS Listing,,Condo/Co-op,1111 W University Blvd Unit 804-A,Silver Spring,MD,20902,159900,2,2.0,UNIVERSITY TOWERS CODM,1026,,1967,110,156,753,Active,,,https://www.redfin.com/MD/Silver-Spring/1111-University-Blvd-W-20902/unit-804-A/home/11117123,BRIGHT MLS,MDMC2012558,N,Y,39.0371712,-77.0272102
MLS Listing,,Condo/Co-op,1220 Blair Mill Rd #407,Silver Spring,MD,20910,249000,1,1.0,MICA CODM @ SILVER SPRIN,860,,1968,110,290,698,Active,,,https://www.redfin.com/MD/Silver-Spring/1220-Blair-Mill-Rd-20910/unit-407/home/11760716,BRIGHT MLS,MDMC2012802,N,Y,38.9894781,-77.0302241
MLS Listing,,Condo/Co-op,3210 N Leisure World Blvd #207,Silver Spring,MD,20906,299900,2,2.0,VANTAGE POINT WEST AT LE,1315,,2001,111,228,783,Active,,,https://www.redfin.com/MD/Silver-Spring/3210-N-Leisure-World-Blvd-20906/unit-207/home/11186417,BRIGHT MLS,MDMC2012916,N,Y,39.1084637,-77.0671046
MLS Listing,,Townhouse,3706 Finsbury Park Dr Unit 51-A,Silver Spring,MD,20906,349500,2,2.0,ROSSMOOR MUTUAL #13,1004,,1974,112,348,713,Active,,,https://www.redfin.com/MD/Silver-Spring/3706-Finsbury-Park-Dr-20906/unit-51-A/home/11096515,BRIGHT MLS,MDMC2009370,N,Y,39.1045556,-77.0754813
MLS Listing,,Condo/Co-op,9734 Glen Ave #202,Silver Spring,MD,20910,189000,3,1.0,GLEN MANOR,978,,1965,116,193,749,Active,,,https://www.redfin.com/MD/Silver-Spring/9734-Glen-Ave-20910/unit-202/home/11096903,BRIGHT MLS,MDMC2012174,N,Y,39.0154609,-77.05501
MLS Listing,,Single Family Residential,10010 Renfrew Rd,Silver Spring,MD,20901,525000,4,2.0,COUNTRY CLUB PARK,1854,5146,1956,117,283,,Active,,,https://www.redfin.com/MD/Silver-Spring/10010-Renfrew-Rd-20901/home/11008566,BRIGHT MLS,MDMC2012014,N,Y,39.0196423,-77.0243087
MLS Listing,,Single Family Residential,2719 Elnora St,Silver Spring,MD,20902,554999,4,3.0,WHEATON HILLS,1400,8435,1949,118,396,,Active,,,https://www.redfin.com/MD/Silver-Spring/2719-Elnora-St-20902/home/11005646,BRIGHT MLS,MDMC2010482,N,Y,39.0452312,-77.0573683
MLS Listing,,Townhouse,11228 Legato Way,Silver Spring,MD,20901,339888,3,1.5,DUMONT OAKS,1120,1215,1984,118,303,90,Active,,,https://www.redfin.com/MD/Silver-Spring/11228-Legato-Way-20901/home/10592519,BRIGHT MLS,MDMC2011442,N,Y,39.040726,-76.99858
MLS Listing,,Condo/Co-op,3750 Clara Downey Ave #34,Silver Spring,MD,20906,365000,2,2.0,NORBECK CROSSING,1210,,2015,123,302,459,Active,,,https://www.redfin.com/MD/Silver-Spring/3750-Clara-Downey-Ave-20906/unit-34/home/58923400,BRIGHT MLS,MDMC2010886,N,Y,39.1127311,-77.0730404
MLS Listing,,Single Family Residential,223 University Blvd E,Silver Spring,MD,20901,499000,5,1.0,WHEATON OUT RES. (1),1767,14215,1917,124,282,,Active,,,https://www.redfin.com/MD/Silver-Spring/223-University-Blvd-E-20901/home/10948562,BRIGHT MLS,MDMC2010764,N,Y,39.012887,-77.0038387
MLS Listing,,Single Family Residential,14307 Drayton Ave,Silver Spring,MD,20904,735000,4,2.5,COLESVILLE OUTSIDE,2454,8712,2021,129,300,,Active,,,https://www.redfin.com/MD/Silver-Spring/14307-Drayton-Ave-20904/home/10556695,BRIGHT MLS,MDMC2009798,N,Y,39.091748,-76.998334
MLS Listing,,Vacant Land,Hudson Ave,Takoma Park,MD,20912,60000,,,TAKOMA PARK,,1495,,130,,,Active,,,https://www.redfin.com/MD/TAKOMA-PARK/HUDSON-AVE-20912/home/10971648,BRIGHT MLS,MDMC753080,N,Y,38.992681,-77.00448
MLS Listing,,Townhouse,3100 Farnborough Ct Unit 256A,Silver Spring,MD,20906,315000,3,2.0,ROSSMOOR MUTUAL #11,1194,,1975,137,264,692,Active,,,https://www.redfin.com/MD/Silver-Spring/3100-Farnborough-Ct-20906/unit-256A/home/11091635,BRIGHT MLS,MDMC2008332,N,Y,39.1007689,-77.062993
MLS Listing,,Multi-Family (2-4 Unit),8201 Houston Ct,Takoma Park,MD,20912,549980,,,TAKOMA PARK,2516,5981,1954,137,219,,Active,,,https://www.redfin.com/MD/Takoma-Park/8201-Houston-Ct-20912/home/10972359,BRIGHT MLS,MDMC2006948,N,Y,38.990377,-77.0049635
MLS Listing,,Condo/Co-op,1320 Fenwick Ln #405,Silver Spring,MD,20910,236900,1,1.0,DOWNTOWN SILVER SPRING,460,,1964,139,515,342,Active,,,https://www.redfin.com/MD/Silver-Spring/1320-Fenwick-Ln-20910/unit-405/home/106004803,BRIGHT MLS,MDMC2004336,N,Y,38.9968737,-77.0318435
MLS Listing,,Single Family Residential,14212 Notley Rd,Silver Spring,MD,20904,699000,5,3.0,STONEGATE,3540,15785,1973,141,197,,Active,,,https://www.redfin.com/MD/Silver-Spring/14212-Notley-Rd-20904/home/10574484,BRIGHT MLS,MDMC2006864,N,Y,39.0890065,-77.0145915
MLS Listing,,Condo/Co-op,2223 Washington Ave Unit W-101,Silver Spring,MD,20910,195000,1,1.0,ROCK CREEK APTS CODM 1,732,,1948,143,266,477,Active,,,https://www.redfin.com/MD/Silver-Spring/2223-Washington-Ave-20910/unit-W-101/home/175821931,BRIGHT MLS,MDMC2007222,N,Y,38.99308,-77.0481
MLS Listing,,Condo/Co-op,3005 S Leisure World Blvd #502,Silver Spring,MD,20906,254900,2,2.0,TURNBERRY COURTS AT LEIS,1093,,1999,149,233,788,Active,,,https://www.redfin.com/MD/Silver-Spring/3005-S-Leisure-World-Blvd-20906/unit-502/home/11170519,BRIGHT MLS,MDMC2002804,N,Y,39.10405,-77.06053
MLS Listing,,Condo/Co-op,1220 Blair Mill Rd #300,Silver Spring,MD,20910,250000,1,1.0,MICA CODM @ SILVER SPRIN,860,,1968,151,291,698,Active,,,https://www.redfin.com/MD/Silver-Spring/1220-Blair-Mill-Rd-20910/unit-300/home/23468493,BRIGHT MLS,MDMC2005668,N,Y,38.9894781,-77.0302241
MLS Listing,,Condo/Co-op,8601 Manchester Rd #222,Silver Spring,MD,20901,259000,3,2.0,PARK BRADFORD,1257,,1958,152,206,756,Active,,,https://www.redfin.com/MD/Silver-Spring/8601-Manchester-Rd-20901/unit-222/home/11103408,BRIGHT MLS,MDMC2004902,N,Y,38.9988734,-77.0076405
MLS Listing,,Condo/Co-op,95 E Wayne Ave #312,Silver Spring,MD,20901,169000,1,1.0,KENWOOD HOUSE,817,,1957,153,207,540,Active,,,https://www.redfin.com/MD/Silver-Spring/95-E-Wayne-Ave-20901/unit-312/home/11095757,BRIGHT MLS,MDMC2005440,N,Y,39.0014377,-77.0076405
MLS Listing,,Condo/Co-op,9736 Glen Ave Unit A,Silver Spring,MD,20910,157000,1,1.0,GLEN MANOR,695,,1965,170,226,632,Active,,,https://www.redfin.com/MD/Silver-Spring/9736-Glen-Ave-20910/unit-A/home/166445345,BRIGHT MLS,MDMC754396,N,Y,39.0155197,-77.0546869
MLS Listing,,Single Family Residential,9218 Colesville Rd,Silver Spring,MD,20910,1950000,6,4.5,WOODSIDE PARK,3192,34486,1922,172,611,,Active,,,https://www.redfin.com/MD/Silver-Spring/9218-Colesville-Rd-20910/home/11079099,BRIGHT MLS,MDMC2002164,N,Y,39.0065695,-77.0220594
MLS Listing,,Condo/Co-op,1320 Fenwick Ln #509,Silver Spring,MD,20910,279900,1,1.0,DOWNTOWN SILVER SPRING,569,,1964,178,492,423,Active,,,https://www.redfin.com/MD/Silver-Spring/1320-Fenwick-Ln-20910/unit-509/home/114089456,BRIGHT MLS,MDMC758106,N,Y,38.9968737,-77.0318435
MLS Listing,,Condo/Co-op,614 Sligo Ave #503,Silver Spring,MD,20910,114777,1,1.0,THE CAROLYN,809,,1966,230,142,598,Active,,,https://www.redfin.com/MD/Silver-Spring/614-Sligo-Ave-20910/unit-503/home/11096688,BRIGHT MLS,MDMC752704,N,Y,38.9908882,-77.0135792
MLS Listing,,Vacant Land,2302 Fairland Rd,Silver Spring,MD,20904,185000,,,FAIRLAND,,21377,,257,,,Active,,,https://www.redfin.com/MD/Silver-Spring/2302-Fairland-Rd-20904/home/23464557,BRIGHT MLS,MDMC750868,N,Y,39.078536,-76.96288
MLS Listing,,Vacant Land,17309 Haw Ln,Silver Spring,MD,20905,330000,,,Silver Spring,,209088,,259,,,Active,,,https://www.redfin.com/MD/Silver-Spring/17309-Haw-Ln-20905/home/11192686,BRIGHT MLS,MDMC750508,N,Y,39.1410242,-76.9802844
MLS Listing,,Condo/Co-op,9610 Dewitt Dr Ph 101,Silver Spring,MD,20910,824900,3,3.0,MAIN BUILDING CODM,2951,,1925,339,280,1282,Active,,,https://www.redfin.com/MD/Silver-Spring/9610-Dewitt-Dr-20910/unit-101/home/28961926,BRIGHT MLS,MDMC739340,N,Y,39.0121872,-77.0568152
MLS Listing,,Condo/Co-op,2200 Greenery Ln Unit 102-23,Silver Spring,MD,20906,160000,1,1.0,GLENWAYE GARDENS,846,,1971,347,189,506,Active,,,https://www.redfin.com/MD/Silver-Spring/2200-Greenery-Ln-20906/unit-102-23/home/11099039,BRIGHT MLS,MDMC738838,N,Y,39.0612173,-77.0476763
MLS Listing,,Vacant Land,12817 Georgia Ave,Silver Spring,MD,20906,750000,,,WHEATON OUT RES. (2),,38388,,370,,,Active,,,https://www.redfin.com/MD/Silver-Spring/12817-Georgia-Ave-20906/home/10951959,BRIGHT MLS,MDMC731126,N,Y,39.066579,-77.058821
MLS Listing,,Vacant Land,Stewart Ln,Silver Spring,MD,20904,399000,,,COLESVILLE OUTSIDE,,87120,,383,,,Active,,,https://www.redfin.com/MD/SILVER-SPRING/STEWART-LN-20904/home/10556937,BRIGHT MLS,MDMC736340,N,Y,39.040297,-76.977624
MLS Listing,,Vacant Land,12812 Greenbriar St,Silver Spring,MD,20904,49999,,,HOLLYWOOD PARK,,10875,,398,,,Active,,,https://www.redfin.com/MD/Silver-Spring/12812-Greenbriar-St-20904/home/10560258,BRIGHT MLS,MDMC733786,N,Y,39.0660754,-76.9911909
MLS Listing,,Vacant Land,12814 Greenbriar St,Silver Spring,MD,20904,49999,,,HOLLYWOOD PARK,,10875,,398,,,Active,,,https://www.redfin.com/MD/Silver-Spring/12814-Greenbriar-St-20904/home/10560033,BRIGHT MLS,MDMC733784,N,Y,39.0662096,-76.9911795
MLS Listing,,Single Family Residential,11538 Highview Ave,Silver Spring,MD,20902,560000,3,1.5,HAMMOND WOODS,1954,12192,1951,414,287,,Active,,,https://www.redfin.com/MD/Silver-Spring/11538-Highview-Ave-20902/home/11071982,BRIGHT MLS,MDMC731828,N,Y,39.0453854,-77.0704997
MLS Listing,,Vacant Land,14108 New Hampshire Ave,Silver Spring,MD,20904,645000,,,COLESVILLE OUTSIDE,,116305,,425,,,Active,,,https://www.redfin.com/MD/Silver-Spring/14108-New-Hampshire-Ave-20904/home/35617223,BRIGHT MLS,MDMC730172,N,Y,39.087075,-76.999917
MLS Listing,,Vacant Land,212 Heil Rd,Silver Spring,MD,20905,750000,,,COLESVILLE OUTSIDE,,64294,,470,,,Active,,,https://www.redfin.com/MD/Silver-Spring/212-Heil-Rd-20905/home/22013089,BRIGHT MLS,MDMC723464,N,Y,39.098827,-77.004592
MLS Listing,,Single Family Residential,102 Geneva Ave,Takoma Park,MD,20912,1380000,4,3.5,TAKOMA PARK,3471,9692,2020,523,398,,Active,,,https://www.redfin.com/MD/Takoma-Park/102-Geneva-Ave-20912/home/143756396,BRIGHT MLS,MDMC715530,N,Y,38.98646,-77.00794
For-Sale-by-Owner Listing,,Single Family Residential,12209 Middle Rd,Silver Spring,MD,20906,410000,2,2.0,Silver Spring,1296,6391,1946,17,316,,Active,,,https://www.redfin.com/MD/Silver-Spring/12209-Middle-Rd-20906/home/11002414,Fizber.com,11457015,N,Y,39.0568377,-77.0869119
For-Sale-by-Owner Listing,,Single Family Residential,404 Thayer Ave,Silver Spring,MD,20910,820000,5,3.5,Silver Spring,3400,,1962,35,241,,Active,,,https://www.redfin.com/MD/Silver-Spring/404-Thayer-Ave-20910/home/10969290,Fizber.com,11455308,N,Y,38.9941762,-77.0098676
For-Sale-by-Owner Listing,,Condo/Co-op,9900 Georgia Ave Unit 27-204,Silver Spring,MD,20902,340000,2,2.5,Silver Spring,1312,,1969,163,259,,Active,,,https://www.redfin.com/MD/Silver-Spring/9900-Georgia-Ave-20902/unit-27-204/home/11097989,Fizber.com,11441514,N,Y,39.0183093,-77.0446628
New Construction Home,,Townhouse,16317 Coolidge Ave Unit 020008,Silver Spring,MD,20906,649990,3,3.0,Townhome Collection at Bradford's Landing,1792,,2021,80,363,,Active,,,https://www.redfin.com/MD/Silver-Spring/16317-Coolidge-Ave-20906/unit-020008/home/176524045,NewHomeSource.com,2084626,N,Y,39.1135326,-77.0681006
New Construction Plan,,Townhouse,Sequoia,Silver Spring,MD,20906,649990,3,2.5,Townhome Collection at Bradford's Landing,1792,,,,363,,Active,,,https://www.redfin.com/MD/Silver-Spring/Townhome-Collection-at-Bradford-s-Landing/Sequoia/home/177045396,NewHomeSource.com,Plan-171921666,N,Y,39.1135142,-77.0681726
